logged_date,cycle_id,fasting
2022-03-26,15013.0,1.0
2022-03-27,15013.0,0.0
2022-03-28,15013.0,0.0
2022-04-10,15013.0,1.0
2021-10-23,11848.0,1.0
2021-10-22,11848.0,1.0
2021-09-22,11848.0,1.0
2021-09-21,11848.0,1.0
2021-09-20,11848.0,1.0
2021-09-19,11848.0,1.0
2021-09-18,11848.0,1.0
2021-09-17,11848.0,1.0
2021-09-16,11848.0,1.0
2021-09-15,11848.0,1.0
2021-09-14,11848.0,1.0
2021-09-13,11848.0,1.0
2021-09-12,11848.0,1.0
2021-09-11,11848.0,1.0
2021-09-10,11848.0,1.0
2021-09-09,11848.0,1.0
2021-09-08,11848.0,1.0
2020-08-25,4666.0,1.0
2020-08-27,4666.0,1.0
2020-08-26,4666.0,1.0
2020-08-28,4666.0,1.0
2020-08-29,4666.0,1.0
2020-08-30,4666.0,1.0
2020-08-31,4666.0,1.0
2022-08-15,18747.0,0.0
2022-08-16,18747.0,0.0
2022-08-17,18747.0,0.0
2022-08-18,18747.0,0.0
2022-09-19,18747.0,0.0
2022-08-20,18747.0,0.0
2022-08-19,18747.0,0.0
2022-08-21,18747.0,0.0
2022-08-22,18747.0,0.0
2022-09-23,18747.0,0.0
2022-09-25,18747.0,0.0
2022-08-23,18747.0,0.0
2022-08-24,18747.0,0.0
2022-08-27,18747.0,0.0
2022-08-26,18747.0,0.0
2022-08-25,18747.0,0.0
2022-08-28,18747.0,0.0
2022-08-29,18747.0,0.0
2022-08-30,18747.0,0.0
2022-08-31,18747.0,0.0
2022-09-01,18747.0,0.0
2022-09-02,18747.0,0.0
2022-09-03,18747.0,0.0
2022-09-04,18747.0,0.0
2022-09-05,18747.0,0.0
2022-09-06,18747.0,0.0
2022-09-07,18747.0,0.0
2022-09-08,18747.0,0.0
2022-09-09,18747.0,0.0
2022-09-10,18747.0,0.0
2022-09-11,18747.0,0.0
2022-09-12,18747.0,0.0
2022-09-13,18747.0,0.0
2022-09-14,18747.0,0.0
2022-09-15,18747.0,0.0
2022-09-16,18747.0,0.0
2022-09-17,18747.0,0.0
2022-09-18,18747.0,0.0
2022-09-20,18747.0,0.0
2022-09-21,18747.0,0.0
2022-09-22,18747.0,0.0
2022-09-24,18747.0,0.0
2022-09-26,18747.0,0.0
2022-09-27,18747.0,0.0
2022-09-28,18747.0,0.0
2022-09-29,18747.0,0.0
2022-09-30,18747.0,0.0
2022-10-01,18747.0,0.0
2022-10-02,18747.0,0.0
2022-10-03,18747.0,0.0
2022-10-05,18747.0,0.0
2022-10-04,18747.0,0.0
2022-10-06,18747.0,0.0
2022-10-07,18747.0,0.0
2022-10-08,18747.0,0.0
2022-10-09,18747.0,0.0
2022-10-10,18747.0,0.0
2022-10-11,18747.0,0.0
2022-10-12,18747.0,0.0
2022-10-13,18747.0,0.0
